week,weekly_slot,cadence_type,cluster,category,article_form,title,slug,search_intent,primary_merchant_ids,primary_brands,supporting_merchant_ids,supporting_brands,all_brands,internal_link_targets,cta_style,risk_guardrail,elite_judgment,answer_summary,status
3,7,比較/選購順序文,辦公室補給與質感送禮,wellness-movement,seasonal-checklist,冷凍庫備餐清單：舒肥雞胸、地瓜、冷凍蔬菜與料理包,freezer-meal-prep-chicken-sweet-potato-vegetables-pack,冷凍庫備餐清單,TP0005993;TP0002665;TP0001851,田食原-冰烤地瓜 舒肥雞胸肉 冷凍蔬菜 自產自銷 冷凍食品;小嚼士冷凍食品 | 極品生鮮食材;老饕廚房│低溫烹調舒肥料理專門店,TP0001794;TP0000776;TP0002736,呷什麵 SHIA SHEN MIAN 官方直營商城;KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;GUMi低碳,田食原-冰烤地瓜 舒肥雞胸肉 冷凍蔬菜 自產自銷 冷凍食品;小嚼士冷凍食品 | 極品生鮮食材;老饕廚房│低溫烹調舒肥料理專門店;呷什麵 SHIA SHEN MIAN 官方直營商城;KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;GUMi低碳,freezer-meal-prep-chicken-sweet-potato-vegetables,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,冷凍庫備餐清單應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
3,8,AEO/GEO 答案型文章,居家儀式與收納升級,lifestyle-culture,problem-solution-guide,寵物友善居家清潔：除味、地板、洗衣與收納用品怎麼看,pet-friendly-home-cleaning-floor-laundry-storage-order,寵物友善居家清潔,TP0008976;TP0009640;TP0005724,艾寵聯萌｜犬貓美容 寵物保健 驅蟲潔牙 除臭噴霧 毛孩護理;酷狗地板;【官方直營】淨淨Clean Clean,TP0003749;TP0007478;TP0000922,JINKO 淨科;寵物王國 PetKingdom;真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品,艾寵聯萌｜犬貓美容 寵物保健 驅蟲潔牙 除臭噴霧 毛孩護理;酷狗地板;【官方直營】淨淨Clean Clean;JINKO 淨科;寵物王國 PetKingdom;真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品,pet-friendly-home-cleaning-floor-laundry-storage,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,寵物友善居家清潔應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
3,9,季節/情境文,輕戶外與旅行準備,outdoor-escapes,buy-better-longer-guide,日系露營風格入門：桌椅、爐具、杯具與收納小物順序,japanese-camping-style-table-stove-cup-storage-order,日系露營風格入門,TP0007737;TP0006752;TP0003074,Snow Peak Taiwan 官方旗艦館;campingflying 想露飛飛;江大露營裝備,TP0009177;TP0009528;TP0007424,ANPING 安平 - 戶外用品專賣;未來戶外城市;Litume 意都美 露營 登山 戶外 旅遊用品,Snow Peak Taiwan 官方旗艦館;campingflying 想露飛飛;江大露營裝備;ANPING 安平 - 戶外用品專賣;未來戶外城市;Litume 意都美 露營 登山 戶外 旅遊用品,japanese-camping-style-table-stove-cup-storage,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,日系露營風格入門應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
3,10,品牌質感型雜誌文,通勤穿搭與移動包款,lifestyle-culture,buying-priority-guide,日常保養別堆太多：精華、面膜、身體保養與防曬怎麼排,daily-skincare-essence-mask-body-sunscreen-order-2,日常保養別堆太多,TP0008453;TP0001343;TP0002583,Cell Secret 細胞泌密;AYSWE 愛蕊友肌;唯詩生醫｜醫美診所指定品牌、保養品， 符合FDA國際規範,TP0008148;TP0002458;TP0005312,雪亞緹 Sheer Arctic 純淨美妝 無毒保養;THANN官方直營;醫美保養品牌-Bioyona,Cell Secret 細胞泌密;AYSWE 愛蕊友肌;唯詩生醫｜醫美診所指定品牌、保養品， 符合FDA國際規範;雪亞緹 Sheer Arctic 純淨美妝 無毒保養;THANN官方直營;醫美保養品牌-Bioyona,daily-skincare-essence-mask-body-sunscreen-order,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,日常保養別堆太多應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,1,高購買意圖導購文,通勤穿搭與移動包款,lifestyle-culture,comparison-guide,頭皮與髮品整理：洗髮、染護、造型與按摩梳的選擇,scalp-haircare-shampoo-color-styling-brush-choice,頭皮與髮品整理,TP0005448;TP0008576;TP0004518,Apode 歐美專業髮品;CLOEE 品牌旗艦店;卡雅仕KYOGOKU｜日本原廠直營店,TP0004416;TP0005820;TP0008424,MPB巴黎小姐 官方旗艦店 熱蠟除毛  補色洗髮精;SANSUI山水 官方旗艦店;GINGER MAKE UP｜魔法化妝箱,Apode 歐美專業髮品;CLOEE 品牌旗艦店;卡雅仕KYOGOKU｜日本原廠直營店;MPB巴黎小姐 官方旗艦店 熱蠟除毛  補色洗髮精;SANSUI山水 官方旗艦店;GINGER MAKE UP｜魔法化妝箱,scalp-haircare-shampoo-color-styling-brush,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,頭皮與髮品整理應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,2,比較/選購順序文,低壓恢復與身體支撐,wellness-movement,use-case-guide,居家伸展角落：瑜珈墊、輔具、燈光與香氛的低壓配置,home-stretch-yoga-mat-props-light-scent-corner,居家伸展角落,TP0009115;TP0007295;TP0002458,Juan瑜珈;燈后- LED居家/智能/照明/五金/居家生活用品;THANN官方直營,TP0005953;TP0004627;TP0009429,完美主義 官方直營;灰調 生活家飾選品 香氛 精油 花器 燈飾;au fait 無非｜手作香氛館,Juan瑜珈;燈后- LED居家/智能/照明/五金/居家生活用品;THANN官方直營;完美主義 官方直營;灰調 生活家飾選品 香氛 精油 花器 燈飾;au fait 無非｜手作香氛館,home-stretch-yoga-mat-props-light-scent,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,居家伸展角落應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,3,AEO/GEO 答案型文章,通勤穿搭與移動包款,casual-chic,seasonal-checklist,週末輕戶外穿搭：城市感、防曬外套、短褲與小包怎麼搭,weekend-city-outdoor-sun-jacket-shorts-small-bag,週末輕戶外穿搭,TP0007424;TP0000116;TP0009277,Litume 意都美 露營 登山 戶外 旅遊用品;UV100專業機能防曬服飾;UD LAB,TP0002198;TP0003240;TP0003634,Be yourself官方;PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;95 SNEAKER,Litume 意都美 露營 登山 戶外 旅遊用品;UV100專業機能防曬服飾;UD LAB;Be yourself官方;PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;95 SNEAKER,weekend-city-outdoor-sun-jacket-shorts-small,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,週末輕戶外穿搭應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,4,季節/情境文,居家儀式與收納升級,lifestyle-culture,buying-priority-guide,貓咪生活採買順序：貓砂、玩具、食品與清潔用品,cat-living-litter-toys-food-cleaning-order,貓咪生活採買順序,TP0000547;TP0000351;TP0008435,愛貓聯盟;愛貓聯萌;尾巴丘毛孩選物,TP0003220;TP0007761;TP0005724,Mommywant×全方位母嬰寵物用品;有喵病;【官方直營】淨淨Clean Clean,愛貓聯盟;愛貓聯萌;尾巴丘毛孩選物;Mommywant×全方位母嬰寵物用品;有喵病;【官方直營】淨淨Clean Clean,cat-living-litter-toys-food-cleaning,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,貓咪生活採買順序應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,5,品牌質感型雜誌文,輕戶外與旅行準備,lifestyle-culture,use-case-guide,親子外出小物：餐具、口腔清潔、孕產穿搭與外出包,parent-child-outing-tableware-oral-care-maternity-bag-kit,親子外出小物,TP0002712;TP0002971;TP0006972,2angels質感矽膠嬰幼餐具;牙齒寶寶TeethBaby專業口腔;Babyshare時尚孕婦裝,TP0000587;TP0000319;TP0007070,MiffyBaby婦幼用品;寶寶共和國Babyrepublic;S′AIME東京企劃,2angels質感矽膠嬰幼餐具;牙齒寶寶TeethBaby專業口腔;Babyshare時尚孕婦裝;MiffyBaby婦幼用品;寶寶共和國Babyrepublic;S′AIME東京企劃,parent-child-outing-tableware-oral-care-maternity-bag,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,親子外出小物應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,6,高購買意圖導購文,辦公室補給與質感送禮,lifestyle-culture,comparison-guide,辦公室飲品櫃：植物奶、茶包、咖啡與氣泡飲怎麼搭,office-drink-cabinet-plant-milk-tea-coffee-sparkling,辦公室飲品櫃,TP0000776;TP0005142;TP0006151,KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;Teavoya - 嘉柏茶業;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡,TP0009026;TP0001663;TP0008341,PV女性微甜草本飲｜Pistina Vioya;恩亞生活 enyalife;Zymoïde 天然酵素飲專賣,KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;Teavoya - 嘉柏茶業;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡;PV女性微甜草本飲｜Pistina Vioya;恩亞生活 enyalife;Zymoïde 天然酵素飲專賣,office-drink-cabinet-plant-milk-tea-coffee,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,辦公室飲品櫃應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,7,比較/選購順序文,輕戶外與旅行準備,outdoor-escapes,seasonal-checklist,自駕與機車移動備案：行車紀錄、反光配件、雨具與充電,road-scooter-dashcam-reflective-rain-charging-kit,自駕與機車移動備案,TP0001272;TP0000034;TP0001609,安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理;反光屋FKW;OMBRA 雨傘 雨衣 雨鞋 旗艦店,TP0005110;TP0009476;TP0005684,LFM機車精品網路旗艦店;Momax Taiwan 摩米士台灣品牌旗艦店;FULTON 富爾頓皇家晴雨傘,安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理;反光屋FKW;OMBRA 雨傘 雨衣 雨鞋 旗艦店;LFM機車精品網路旗艦店;Momax Taiwan 摩米士台灣品牌旗艦店;FULTON 富爾頓皇家晴雨傘,road-scooter-dashcam-reflective-rain-charging,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,自駕與機車移動備案應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,8,AEO/GEO 答案型文章,辦公室補給與質感送禮,lifestyle-culture,gift-guide,家庭禮物與益智玩具：積木、桌遊、拼圖與書店選物,family-gift-blocks-board-games-puzzles-books,家庭禮物與益智玩具,TP0002179;TP0002275;TP0003052,888便利購 兒童玩具專賣店;磚星球樂高專賣店;WA-GU-MI,TP0002688;TP0000319;TP0002948,墊腳石書店;寶寶共和國Babyrepublic;SUSS Living生活良品,888便利購 兒童玩具專賣店;磚星球樂高專賣店;WA-GU-MI;墊腳石書店;寶寶共和國Babyrepublic;SUSS Living生活良品,family-gift-blocks-board-games-puzzles,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,家庭禮物與益智玩具應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,9,季節/情境文,通勤穿搭與移動包款,casual-chic,faq-hub,防曬與雨具收納：玄關、通勤包與車廂裡各放什麼,sun-rain-gear-entryway-commute-bag-scooter-storage,防曬與雨具收納,TP0000116;TP0005684;TP0001609,UV100專業機能防曬服飾;FULTON 富爾頓皇家晴雨傘;OMBRA 雨傘 雨衣 雨鞋 旗艦店,TP0005647;TP0005110;TP0009277,左都雨傘官方旗艦店;LFM機車精品網路旗艦店;UD LAB,UV100專業機能防曬服飾;FULTON 富爾頓皇家晴雨傘;OMBRA 雨傘 雨衣 雨鞋 旗艦店;左都雨傘官方旗艦店;LFM機車精品網路旗艦店;UD LAB,sun-rain-gear-entryway-commute-bag-scooter,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,防曬與雨具收納應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
4,10,品牌質感型雜誌文,辦公室補給與質感送禮,lifestyle-culture,gift-guide,冷泡茶與茶禮盒：日常飲用、送禮與下午茶的不同判斷,cold-brew-tea-gift-box-afternoon-decision,冷泡茶與茶禮盒,TP0005142;TP0007428;TP0008786,Teavoya - 嘉柏茶業;嘉嶼 CATTEA®;ACE TEA蒔宇茶,TP0003333;TP0001441;TP0006348,暮朝食粹Muzhao | 創新食尚的伴手禮｜醬油 米餅 茶;台酒旗艦店;LamiFans,Teavoya - 嘉柏茶業;嘉嶼 CATTEA®;ACE TEA蒔宇茶;暮朝食粹Muzhao | 創新食尚的伴手禮｜醬油 米餅 茶;台酒旗艦店;LamiFans,cold-brew-tea-gift-box-afternoon,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,冷泡茶與茶禮盒應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,1,高購買意圖導購文,AI 工作角落與創作者裝備,ai-innovation,use-case-guide,遠距工作包清單：充電、耳機、簡報線材與移動收納,remote-work-bag-charging-audio-presentation-storage,遠距工作包清單,TP0009476;TP0001204;TP0005967,Momax Taiwan 摩米士台灣品牌旗艦店;DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;REAICE｜外接式螢幕、充電線材、3C周邊,TP0006348;TP0002753;TP0009277,LamiFans;華克電腦-高效筆電專賣平台、專業服務與精選方案;UD LAB,Momax Taiwan 摩米士台灣品牌旗艦店;DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;REAICE｜外接式螢幕、充電線材、3C周邊;LamiFans;華克電腦-高效筆電專賣平台、專業服務與精選方案;UD LAB,remote-work-bag-charging-audio-presentation,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,遠距工作包清單應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,2,比較/選購順序文,AI 工作角落與創作者裝備,ai-innovation,buying-priority-guide,桌面線材怎麼整理：充電器、螢幕線、保護貼與備份小物,desk-cable-charger-monitor-protection-backup-organizer,桌面線材怎麼整理,TP0009476;TP0005967;TP0006238,Momax Taiwan 摩米士台灣品牌旗艦店;REAICE｜外接式螢幕、充電線材、3C周邊;EZstick 3C商品保護賣場,TP0000669;TP0007239;TP0007010,手些小子3C 專營Apple蘋果周邊配件;muni 3C手機平板週邊配件專賣店;日本橋3C,Momax Taiwan 摩米士台灣品牌旗艦店;REAICE｜外接式螢幕、充電線材、3C周邊;EZstick 3C商品保護賣場;手些小子3C 專營Apple蘋果周邊配件;muni 3C手機平板週邊配件專賣店;日本橋3C,desk-cable-charger-monitor-protection-backup,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,桌面線材怎麼整理應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,3,AEO/GEO 答案型文章,低壓恢復與身體支撐,wellness-movement,seasonal-checklist,夏季低負擔日常：防曬、降噪睡眠、飲品與輕食補給,summer-low-pressure-sun-sleep-drink-light-food,夏季低負擔日常,TP0000116;TP0003593;TP0009026,UV100專業機能防曬服飾;耳根清靜 - 耳塞/優質睡眠專賣店;PV女性微甜草本飲｜Pistina Vioya,TP0000776;TP0002736;TP0008341,KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;GUMi低碳;Zymoïde 天然酵素飲專賣,UV100專業機能防曬服飾;耳根清靜 - 耳塞/優質睡眠專賣店;PV女性微甜草本飲｜Pistina Vioya;KKM 健康飲食 專賣-植物奶|果汁|穀物果乾;GUMi低碳;Zymoïde 天然酵素飲專賣,summer-low-pressure-sun-sleep-drink-light,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,夏季低負擔日常應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,4,季節/情境文,低壓恢復與身體支撐,wellness-movement,problem-solution-guide,居家照護動線：沐浴、移位、收納與安全提醒怎麼看,home-care-bathing-transfer-storage-safety-flow,居家照護動線,TP0008844;TP0005698;TP0004949,TWyzy新世代(充氣)沐浴床包;一然健康;EVERPOLL 愛科濾淨實業股份有限公司 官方直營,TP0009161;TP0003894;TP0005953,安里嚴選-台灣本土品牌，用心經營健康按摩產業;COZZY嚴選-品牌官方旗艦店-園藝/按摩用品/質感選物;完美主義 官方直營,TWyzy新世代(充氣)沐浴床包;一然健康;EVERPOLL 愛科濾淨實業股份有限公司 官方直營;安里嚴選-台灣本土品牌，用心經營健康按摩產業;COZZY嚴選-品牌官方旗艦店-園藝/按摩用品/質感選物;完美主義 官方直營,home-care-bathing-transfer-storage-safety,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,居家照護動線應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,5,品牌質感型雜誌文,居家儀式與收納升級,lifestyle-culture,gift-guide,香氛與身體保養送禮：精油、蠟燭、毛巾與生活小物,scent-bodycare-gift-essential-oil-towel-goods,香氛與身體保養送禮,TP0002458;TP0009429;TP0002031,THANN官方直營;au fait 無非｜手作香氛館;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比,TP0009548;TP0005162;TP0007021,大檜仁心;蒔柒・療癒生活選品｜秘魯聖木香氛・居家淨化;Awayuki淡雪 日本製精品,THANN官方直營;au fait 無非｜手作香氛館;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;大檜仁心;蒔柒・療癒生活選品｜秘魯聖木香氛・居家淨化;Awayuki淡雪 日本製精品,scent-bodycare-gift-essential-oil-towel,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,香氛與身體保養送禮應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,6,高購買意圖導購文,通勤穿搭與移動包款,casual-chic,buying-priority-guide,居家美甲與彩妝工具：新手材料、刷具與收納怎麼買,home-nail-makeup-tools-brush-storage-beginner,居家美甲與彩妝工具,TP0005240;TP0008424;TP0000439,女王美學美甲材料旗艦店 - DIY美甲新手友善店 免費教學;GINGER MAKE UP｜魔法化妝箱;BAYBEYLA 貝貝拉-專業彩妝刷具店,TP0000144;TP0007932;TP0003337,ART64銀飾設計訂製;玖伍Jiuwu jewelry·原創設計飾品;Mister手作皮件專門店,女王美學美甲材料旗艦店 - DIY美甲新手友善店 免費教學;GINGER MAKE UP｜魔法化妝箱;BAYBEYLA 貝貝拉-專業彩妝刷具店;ART64銀飾設計訂製;玖伍Jiuwu jewelry·原創設計飾品;Mister手作皮件專門店,home-nail-makeup-tools-brush-storage,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,居家美甲與彩妝工具應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,7,比較/選購順序文,通勤穿搭與移動包款,casual-chic,gift-guide,飾品與皮件送禮：銀飾、戒指、皮夾與日常小包,jewelry-leather-gift-ring-wallet-small-bag,飾品與皮件送禮,TP0000144;TP0007932;TP0003337,ART64銀飾設計訂製;玖伍Jiuwu jewelry·原創設計飾品;Mister手作皮件專門店,TP0007070;TP0003240;TP0006348,S′AIME東京企劃;PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;LamiFans,ART64銀飾設計訂製;玖伍Jiuwu jewelry·原創設計飾品;Mister手作皮件專門店;S′AIME東京企劃;PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;LamiFans,jewelry-leather-gift-ring-wallet-small,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,飾品與皮件送禮應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,8,AEO/GEO 答案型文章,通勤穿搭與移動包款,casual-chic,buying-priority-guide,男士通勤衣櫥：襯衫、長褲、外套與鞋包怎麼排,mens-commute-shirt-trousers-jacket-shoes-wardrobe,男士通勤衣櫥,TP0003817;TP0003665;TP0003634,GIBBON男裝 官方旗艦店;NARMES （主營大尺碼服裝 大尺碼長褲 上衣等）;95 SNEAKER,TP0003240;TP0009277;TP0005684,PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;UD LAB;FULTON 富爾頓皇家晴雨傘,GIBBON男裝 官方旗艦店;NARMES （主營大尺碼服裝 大尺碼長褲 上衣等）;95 SNEAKER;PPBOX 官方旗艦店 - 英國袋鼠 KANGOL;UD LAB;FULTON 富爾頓皇家晴雨傘,mens-commute-shirt-trousers-jacket-shoes,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,男士通勤衣櫥應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,9,季節/情境文,通勤穿搭與移動包款,casual-chic,comparison-guide,大尺碼工作與旅行穿搭：比例、舒適度、外套與包款,plus-size-work-travel-outfit-jacket-bag-order,大尺碼工作與旅行穿搭,TP0000405;TP0000116;TP0008908,B+大尺碼專家;UV100專業機能防曬服飾;VENUSY｜漢南小姐・正韓服飾,TP0002198;TP0007070;TP0009277,Be yourself官方;S′AIME東京企劃;UD LAB,B+大尺碼專家;UV100專業機能防曬服飾;VENUSY｜漢南小姐・正韓服飾;Be yourself官方;S′AIME東京企劃;UD LAB,plus-size-work-travel-outfit-jacket-bag,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,大尺碼工作與旅行穿搭應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
5,10,品牌質感型雜誌文,輕戶外與旅行準備,outdoor-escapes,buying-priority-guide,露營咖啡與戶外餐食：手沖、濾掛、鍋具與冷凍食材,camping-coffee-outdoor-meal-prep-cookware-food,露營咖啡與戶外餐食,TP0009303;TP0006151;TP0005993,BINCOO官方旗艦店;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡;田食原-冰烤地瓜 舒肥雞胸肉 冷凍蔬菜 自產自銷 冷凍食品,TP0009388;TP0006698;TP0001794,馬克老爹專賣好咖啡 MARK-ODS Co. LTD;LEOBUNA 里昂布納精品咖啡;呷什麵 SHIA SHEN MIAN 官方直營商城,BINCOO官方旗艦店;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡;田食原-冰烤地瓜 舒肥雞胸肉 冷凍蔬菜 自產自銷 冷凍食品;馬克老爹專賣好咖啡 MARK-ODS Co. LTD;LEOBUNA 里昂布納精品咖啡;呷什麵 SHIA SHEN MIAN 官方直營商城,camping-coffee-outdoor-meal-prep-cookware,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,露營咖啡與戶外餐食應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
6,1,高購買意圖導購文,輕戶外與旅行準備,outdoor-escapes,seasonal-checklist,夜間移動安全感：反光配件、行車紀錄、雨具與降噪睡眠,night-mobility-reflective-dashcam-rain-earplug-kit,夜間移動安全感,TP0000034;TP0001272;TP0003593,反光屋FKW;安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理;耳根清靜 - 耳塞/優質睡眠專賣店,TP0001609;TP0003385;TP0009476,OMBRA 雨傘 雨衣 雨鞋 旗艦店;BELEX - 專業醫療護具品牌;Momax Taiwan 摩米士台灣品牌旗艦店,反光屋FKW;安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理;耳根清靜 - 耳塞/優質睡眠專賣店;OMBRA 雨傘 雨衣 雨鞋 旗艦店;BELEX - 專業醫療護具品牌;Momax Taiwan 摩米士台灣品牌旗艦店,night-mobility-reflective-dashcam-rain-earplug,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,夜間移動安全感應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
